task,kind,seed,fold,n_train,n_val,auc_lasso,auc_ridge,lasso_top1,shap_top1,lasso_hit,shap_hit,lasso_best_hit_rank,shap_best_hit_rank,lasso_passed,shap_passed,shap_miss_as_top1,faithfulness_drop_top,faithfulness_drop_random,faithfulness_passed,fold_passed,top_shap,dataset,selected
motif_apc_t_contact,spatial,0,0,256,59,0.5701149425287356,0.5655172413793104,point-pattern::T cell_L_r10,point-pattern::T cell_L_r10,point-pattern::T cell_L_r10;point-pattern::T cell_L_r20;point-pattern::T cell_K_r10,point-pattern::T cell_L_r10;point-pattern::T cell_L_r20,1,1,True,True,False,0.103448275862069,-0.019540229885057436,True,True,point-pattern::T cell_L_r10;point-pattern::T cell_L_r20;density::tissue_density::Tumor (Epithelial low);density::tumor_density::Tumor (Epithelial low);point-pattern::Tumor (Hypoxic)_K_r20,bc_jackson2020,True
motif_apc_t_contact,spatial,0,1,247,68,0.6763925729442971,0.6843501326259946,point-pattern::T cell_L_r10,point-pattern::T cell_L_r10,point-pattern::T cell_L_r10;point-pattern::T cell_L_r20,point-pattern::T cell_L_r10;point-pattern::T cell_L_r20,1,1,True,True,False,0.17241379310344818,-0.02917771883289133,True,True,point-pattern::T cell_L_r10;point-pattern::Tumor (CK+ HR+)_K_r50;point-pattern::T cell_L_r20;density::tissue_density::Stromal cells;composition::T cell,bc_jackson2020,True
motif_apc_t_contact,spatial,0,2,253,62,0.6355042016806722,0.6544117647058824,density::tumor_density::T cell,point-pattern::T cell_L_r10,point-pattern::T cell_L_r10,point-pattern::T cell_L_r10;point-pattern::Macrophage_L_r200,3,1,True,True,False,0.0493697478991596,0.022058823529411686,True,True,point-pattern::T cell_L_r10;density::tumor_density::T cell;composition::T & B cells;density::tissue_density::Stromal cells;point-pattern::Macrophage_L_r200,bc_jackson2020,True
motif_apc_t_contact,spatial,0,3,244,71,0.6814516129032259,0.667741935483871,point-pattern::T cell_L_r10,point-pattern::T cell_L_r10,point-pattern::T cell_L_r10;point-pattern::T cell_L_r20,point-pattern::T cell_L_r10,1,1,True,True,False,0.0024193548387096975,0.0,True,True,point-pattern::T cell_L_r10;point-pattern::Tumor (CK+ HR+)_L_r10;point-pattern::B cell_L_r100;density::tumor_density::Macrophage;point-pattern::Tumor (Myoepithelial)_L_r100,bc_jackson2020,True
motif_apc_t_contact,spatial,0,4,260,55,0.5692934782608695,0.5597826086956522,point-pattern::T cell_L_r10,point-pattern::T cell_L_r10,point-pattern::T cell_L_r10;point-pattern::T cell_L_r20;point-pattern::Macrophage_L_r200,point-pattern::T cell_L_r10;point-pattern::T cell_L_r20;point-pattern::Macrophage_L_r200,1,1,True,True,False,0.036684782608695676,0.0122282608695653,True,True,point-pattern::T cell_L_r10;point-pattern::T cell_L_r20;point-pattern::Macrophage_L_r200;density::tissue_density::B cell;point-pattern::Tumor (CK+ HR+)_L_r10,bc_jackson2020,True
motif_apc_t_contact,spatial,1,0,241,74,0.7351837959489873,0.7329332333083272,point-pattern::T cell_L_r10,point-pattern::T cell_L_r10,point-pattern::T cell_L_r10;point-pattern::T cell_L_r20;point-pattern::T cell_K_r10,point-pattern::T cell_L_r10;point-pattern::T cell_L_r20,1,1,True,True,False,0.11102775693923483,0.03600900225056258,True,True,point-pattern::T cell_L_r10;density::tumor_density::Macrophage;point-pattern::Stromal cells_L_r50;point-pattern::T cell_L_r20;density::tumor_density::Tumor (Apoptotic),bc_jackson2020,True
motif_apc_t_contact,spatial,1,1,262,53,0.631054131054131,0.6225071225071225,point-pattern::T cell_L_r10,point-pattern::T cell_L_r10,point-pattern::T cell_L_r10;point-pattern::T cell_L_r20,point-pattern::T cell_L_r10;point-pattern::T cell_L_r20;point-pattern::T cell_K_r20;point-pattern::Macrophage_L_r20,1,1,True,True,False,0.04415954415954404,-0.025641025641025772,True,True,point-pattern::T cell_L_r10;point-pattern::T cell_L_r20;composition::Tumor (Epithelial low);point-pattern::T cell_K_r20;point-pattern::Macrophage_L_r20,bc_jackson2020,True
motif_apc_t_contact,spatial,1,2,255,60,0.6172839506172839,0.6161616161616161,point-pattern::T cell_L_r10,point-pattern::T cell_L_r10,point-pattern::T cell_L_r10;point-pattern::T cell_L_r20;point-pattern::Macrophage_L_r200,point-pattern::T cell_L_r10;point-pattern::T cell_L_r20;point-pattern::Macrophage_L_r200,1,1,True,True,False,0.052749719416385954,0.03142536475869806,True,True,point-pattern::T cell_L_r10;point-pattern::T cell_L_r20;density::tumor_density::Macrophage;density::tissue_density::Stromal cells;point-pattern::Macrophage_L_r200,bc_jackson2020,True
motif_apc_t_contact,spatial,1,3,254,61,0.6731601731601732,0.6742424242424242,point-pattern::T cell_L_r10,point-pattern::Macrophage_L_r200,point-pattern::T cell_L_r10;point-pattern::Macrophage_L_r200;point-pattern::T cell_L_r20,point-pattern::Macrophage_L_r200;point-pattern::T cell_L_r10,1,1,True,True,False,0.13744588744588748,-0.006493506493506551,True,True,point-pattern::Macrophage_L_r200;point-pattern::Tumor (CK+ HR+)_L_r10;point-pattern::T cell_L_r10;density::tumor_density::Tumor (CK7+ CK hi Ecadh hi);point-pattern::B cell_K_r200,bc_jackson2020,True
motif_apc_t_contact,spatial,1,4,248,67,0.5777777777777777,0.5694444444444444,point-pattern::Tumor (CK7+)_K_r50,point-pattern::Tumor (CK7+)_K_r50,point-pattern::T cell_L_r10;point-pattern::T cell_K_r10,point-pattern::T cell_L_r10,2,3,True,True,False,-0.012962962962962954,-0.014814814814814836,True,True,point-pattern::Tumor (CK7+)_K_r50;point-pattern::Tumor (CK+ HR+)_K_r100;point-pattern::T cell_L_r10;point-pattern::Tumor (CK7+)_L_r100;point-pattern::Tumor (CK lo HR lo)_L_r20,bc_jackson2020,True
