task,kind,seed,fold,n_train,n_val,auc_lasso,auc_ridge,lasso_top1,shap_top1,lasso_hit,shap_hit,lasso_best_hit_rank,shap_best_hit_rank,lasso_passed,shap_passed,shap_miss_as_top1,faithfulness_drop_top,faithfulness_drop_random,faithfulness_passed,fold_passed,top_shap,dataset,selected
motif_tumor_stroma_mixing,spatial,0,0,258,69,0.8589527027027027,0.8606418918918919,mixing::shannon_entropy_normalized,mixing::shannon_entropy_global,mixing::shannon_entropy_normalized;mixing::shannon_entropy_global;mixing::neighbor_fraction__HRlow CKlow__to__HR- CKlow CK5+;mixing::local_mixing_std;mixing::neighbor_fraction__Macrophages Vim+ Slug-__to__HR+ CK7-,mixing::shannon_entropy_global;mixing::shannon_entropy_normalized;mixing::neighbor_fraction__HR+ CK7- Slug+__to__HR- CK7+,1,1,True,True,False,0.010979729729729826,-0.0033783783783782884,True,True,mixing::shannon_entropy_global;mixing::shannon_entropy_normalized;mixing::neighbor_fraction__HR+ CK7- Slug+__to__HR- CK7+;density::tumor_density::HR- CKlow CK5+;density::tumor_density::Macrophages Vim+ CD45low,bc_metabric_ali2020,True
motif_tumor_stroma_mixing,spatial,0,1,262,65,0.8980952380952381,0.9028571428571428,mixing::shannon_entropy_normalized,mixing::shannon_entropy_normalized,mixing::shannon_entropy_normalized;mixing::shannon_entropy_global;mixing::neighbor_fraction__Macrophages Vim+ Slug+__to__Fibroblasts CD68+;mixing::local_mixing_std;mixing::neighbor_fraction__Basal CKlow__to__Macrophages Vim+ CD45low,mixing::shannon_entropy_normalized;mixing::shannon_entropy_global;mixing::neighbor_fraction__B cells__to__HR+ CK7- Slug+;mixing::neighbor_fraction__Macrophages Vim+ Slug+__to__Fibroblasts CD68+;mixing::local_mixing_std,1,1,True,True,False,0.04190476190476178,0.0,True,True,mixing::shannon_entropy_normalized;mixing::shannon_entropy_global;mixing::neighbor_fraction__B cells__to__HR+ CK7- Slug+;mixing::neighbor_fraction__Macrophages Vim+ Slug+__to__Fibroblasts CD68+;mixing::local_mixing_std,bc_metabric_ali2020,True
motif_tumor_stroma_mixing,spatial,0,2,263,64,0.8836754643206256,0.8807429130009774,mixing::shannon_entropy_normalized,mixing::shannon_entropy_normalized,mixing::shannon_entropy_normalized;mixing::shannon_entropy_global;mixing::neighbor_fraction__HR- CK7-__to__HR+ CK7-;mixing::neighbor_fraction__Macrophages Vim+ Slug-__to__HR+ CK7-;mixing::local_mixing_std,mixing::shannon_entropy_normalized;mixing::shannon_entropy_global;mixing::neighbor_fraction__HR- CK7-__to__HR+ CK7-;mixing::local_mixing_std;mixing::neighbor_fraction__Fibroblasts CD68+__to__HR+ CK7-,1,1,True,True,False,0.038123167155425186,0.0058651026392960715,True,True,mixing::shannon_entropy_normalized;mixing::shannon_entropy_global;mixing::neighbor_fraction__HR- CK7-__to__HR+ CK7-;mixing::local_mixing_std;mixing::neighbor_fraction__Fibroblasts CD68+__to__HR+ CK7-,bc_metabric_ali2020,True
motif_tumor_stroma_mixing,spatial,0,3,262,65,0.8409090909090908,0.8371212121212122,mixing::shannon_entropy_normalized,mixing::shannon_entropy_normalized,mixing::shannon_entropy_normalized;mixing::shannon_entropy_global;mixing::neighbor_fraction__HRlow CKlow__to__HR+ CK7-;mixing::local_mixing_std;mixing::neighbor_fraction__Fibroblasts__to__Myofibroblasts,mixing::shannon_entropy_normalized;mixing::shannon_entropy_global;mixing::local_mixing_std;mixing::neighbor_fraction__HRlow CKlow__to__HR+ CK7-;mixing::neighbor_fraction__HR+ CK7- Slug+__to__Hypoxia,1,1,True,True,False,0.07859848484848486,0.005681818181818232,True,True,mixing::shannon_entropy_normalized;mixing::shannon_entropy_global;mixing::local_mixing_std;mixing::neighbor_fraction__HRlow CKlow__to__HR+ CK7-;mixing::neighbor_fraction__HR+ CK7- Slug+__to__Hypoxia,bc_metabric_ali2020,True
motif_tumor_stroma_mixing,spatial,0,4,263,64,0.89013671875,0.88330078125,mixing::shannon_entropy_normalized,mixing::neighbor_fraction__Hypoxia__to__B cells,mixing::shannon_entropy_normalized;mixing::shannon_entropy_global;mixing::neighbor_fraction__Macrophages Vim+ Slug-__to__HR+ CK7-;mixing::neighbor_fraction__HR- CK7-__to__HR+ CK7-;mixing::local_mixing_std,mixing::neighbor_fraction__Hypoxia__to__B cells;mixing::shannon_entropy_normalized;mixing::shannon_entropy_global;mixing::neighbor_fraction__HR- CK7-__to__HR+ CK7-;mixing::neighbor_fraction__Basal CKlow__to__HR+ CK7-,1,1,True,True,False,0.02490234375,-0.0107421875,True,True,mixing::neighbor_fraction__Hypoxia__to__B cells;mixing::shannon_entropy_normalized;mixing::shannon_entropy_global;mixing::neighbor_fraction__HR- CK7-__to__HR+ CK7-;mixing::neighbor_fraction__Basal CKlow__to__HR+ CK7-,bc_metabric_ali2020,True
motif_tumor_stroma_mixing,spatial,1,0,260,67,0.8342245989304812,0.8368983957219251,mixing::shannon_entropy_normalized,mixing::shannon_entropy_normalized,mixing::shannon_entropy_normalized;mixing::shannon_entropy_global;mixing::neighbor_fraction__Fibroblasts CD68+__to__HR+ CK7-;mixing::local_mixing_std;mixing::neighbor_fraction__Macrophages Vim+ Slug-__to__HR+ CK7-,mixing::shannon_entropy_normalized;mixing::shannon_entropy_global;mixing::local_mixing_std;mixing::neighbor_fraction__HRlow CKlow__to__Fibroblasts;mixing::neighbor_fraction__Fibroblasts CD68+__to__HR+ CK7-,1,1,True,True,False,0.027629233511586415,-0.0035650623885918886,True,True,mixing::shannon_entropy_normalized;mixing::shannon_entropy_global;mixing::local_mixing_std;mixing::neighbor_fraction__HRlow CKlow__to__Fibroblasts;mixing::neighbor_fraction__Fibroblasts CD68+__to__HR+ CK7-,bc_metabric_ali2020,True
motif_tumor_stroma_mixing,spatial,1,1,260,67,0.841354723707665,0.8351158645276293,mixing::shannon_entropy_normalized,mixing::shannon_entropy_normalized,mixing::shannon_entropy_normalized;mixing::shannon_entropy_global;mixing::neighbor_fraction__HR- CK7+__to__Myofibroblasts;mixing::local_mixing_std;mixing::neighbor_fraction__Macrophages Vim+ Slug+__to__Fibroblasts CD68+,mixing::shannon_entropy_normalized;mixing::shannon_entropy_global;mixing::neighbor_fraction__Myofibroblasts__to__Myofibroblasts;mixing::neighbor_fraction__Fibroblasts__to__Myofibroblasts;mixing::neighbor_fraction__HR- CK7-__to__HR+ CK7-,1,1,True,True,False,0.05971479500891275,0.0062388591800356386,True,True,mixing::shannon_entropy_normalized;mixing::shannon_entropy_global;mixing::neighbor_fraction__Myofibroblasts__to__Myofibroblasts;mixing::neighbor_fraction__Fibroblasts__to__Myofibroblasts;mixing::neighbor_fraction__HR- CK7-__to__HR+ CK7-,bc_metabric_ali2020,True
motif_tumor_stroma_mixing,spatial,1,2,265,62,0.8677083333333333,0.8687499999999999,mixing::shannon_entropy_normalized,mixing::shannon_entropy_normalized,mixing::shannon_entropy_normalized;mixing::shannon_entropy_global;mixing::neighbor_fraction__Macrophages Vim+ Slug-__to__HR+ CK7-;mixing::neighbor_fraction__Fibroblasts__to__Myofibroblasts,mixing::shannon_entropy_normalized;mixing::shannon_entropy_global;mixing::neighbor_fraction__Macrophages Vim+ Slug-__to__HR+ CK7-,1,1,True,True,False,0.022916666666666585,0.002083333333333215,True,True,mixing::shannon_entropy_normalized;mixing::shannon_entropy_global;point-pattern::HRlow CKlow_L_r100;density::tumor_density::Vascular SMA+;mixing::neighbor_fraction__Macrophages Vim+ Slug-__to__HR+ CK7-,bc_metabric_ali2020,True
motif_tumor_stroma_mixing,spatial,1,3,258,69,0.9033613445378151,0.8957983193277311,mixing::shannon_entropy_normalized,mixing::neighbor_fraction__HR+ CK7- Slug+__to__Vascular SMA+,mixing::shannon_entropy_normalized;mixing::shannon_entropy_global;mixing::local_mixing_std;mixing::neighbor_fraction__Macrophages Vim+ Slug-__to__HR+ CK7-;mixing::neighbor_fraction__Macrophages Vim+ Slug+__to__Fibroblasts CD68+,mixing::neighbor_fraction__HR+ CK7- Slug+__to__Vascular SMA+;mixing::shannon_entropy_normalized;mixing::shannon_entropy_global;mixing::local_mixing_std;mixing::neighbor_fraction__HR+ CK7-__to__Hypoxia,1,1,True,True,False,0.10840336134453776,0.0008403361344537785,True,True,mixing::neighbor_fraction__HR+ CK7- Slug+__to__Vascular SMA+;mixing::shannon_entropy_normalized;mixing::shannon_entropy_global;mixing::local_mixing_std;mixing::neighbor_fraction__HR+ CK7-__to__Hypoxia,bc_metabric_ali2020,True
motif_tumor_stroma_mixing,spatial,1,4,265,62,0.8761706555671176,0.8730489073881373,mixing::shannon_entropy_normalized,mixing::shannon_entropy_normalized,mixing::shannon_entropy_normalized;mixing::shannon_entropy_global;mixing::neighbor_fraction__HRlow CKlow__to__HR+ CK7-;mixing::neighbor_fraction__Macrophages Vim+ Slug-__to__HR+ CK7-;mixing::local_mixing_std,mixing::shannon_entropy_normalized;mixing::shannon_entropy_global;mixing::neighbor_fraction__HRlow CKlow__to__HR+ CK7-;mixing::neighbor_fraction__Fibroblasts__to__Myofibroblasts;mixing::local_mixing_std,1,1,True,True,False,0.07492195629552545,-0.026014568158168605,True,True,mixing::shannon_entropy_normalized;mixing::shannon_entropy_global;mixing::neighbor_fraction__HRlow CKlow__to__HR+ CK7-;mixing::neighbor_fraction__Fibroblasts__to__Myofibroblasts;mixing::local_mixing_std,bc_metabric_ali2020,True
