task,seed,fold,method,rank,feature,dataset,selected
motif_cd8_high,1,3,shap,19,mixing::neighbor_fraction__CD8^+PD1^+T_{Ex}__to__CD8^+PD1^+T_{Ex},tnbc_wang2023,True
motif_cd8_high,1,3,shap,20,mixing::neighbor_fraction__CD8^+T__to__CD8^+GZMB^+T,tnbc_wang2023,True
motif_cd8_high,1,4,lasso,1,mixing::neighbor_fraction__Treg__to__CD8^+PD1^+T_{Ex},tnbc_wang2023,True
motif_cd8_high,1,4,lasso,2,mixing::neighbor_fraction__CD56^+NK__to__DCs,tnbc_wang2023,True
motif_cd8_high,1,4,lasso,3,point-pattern::CD8^+T_L_r20,tnbc_wang2023,True
motif_cd8_high,1,4,lasso,4,point-pattern::CD8^+T_L_r50,tnbc_wang2023,True
motif_cd8_high,1,4,lasso,5,mixing::local_mixing_max,tnbc_wang2023,True
motif_cd8_high,1,4,lasso,6,mixing::shannon_entropy_global,tnbc_wang2023,True
motif_cd8_high,1,4,lasso,7,point-pattern::CD8^+T_L_r10,tnbc_wang2023,True
motif_cd8_high,1,4,lasso,8,mixing::neighbor_fraction__pH2AX^{+}DSB__to__CD8^+T,tnbc_wang2023,True
motif_cd8_high,1,4,lasso,9,mixing::neighbor_fraction__CD56^{+}NE__to__CD8^+PD1^+T_{Ex},tnbc_wang2023,True
motif_cd8_high,1,4,lasso,10,point-pattern::CD8^+T_K_r50,tnbc_wang2023,True
motif_cd8_high,1,4,lasso,11,point-pattern::CD8^+T_L_r100,tnbc_wang2023,True
motif_cd8_high,1,4,lasso,12,mixing::shannon_entropy_normalized,tnbc_wang2023,True
motif_cd8_high,1,4,lasso,13,mixing::neighbor_fraction__M2 Mac__to__CD8^+T,tnbc_wang2023,True
motif_cd8_high,1,4,lasso,14,point-pattern::CD8^+T_K_r20,tnbc_wang2023,True
motif_cd8_high,1,4,lasso,15,mixing::neighbor_fraction__CK^{hi}GATA3^{+}__to__Helios^{+},tnbc_wang2023,True
motif_cd8_high,1,4,lasso,16,point-pattern::CD8^+T_K_r100,tnbc_wang2023,True
motif_cd8_high,1,4,lasso,17,point-pattern::CD8^+T_K_r10,tnbc_wang2023,True
motif_cd8_high,1,4,lasso,18,mixing::neighbor_fraction__CD8^+TCF1^+T__to__CD8^+T,tnbc_wang2023,True
motif_cd8_high,1,4,lasso,19,mixing::neighbor_fraction__CD8^+GZMB^+T__to__CD8^+T,tnbc_wang2023,True
motif_cd8_high,1,4,lasso,20,mixing::neighbor_fraction__Treg__to__CD8^+GZMB^+T,tnbc_wang2023,True
motif_cd8_high,1,4,shap,1,mixing::neighbor_fraction__Treg__to__CD8^+PD1^+T_{Ex},tnbc_wang2023,True
motif_cd8_high,1,4,shap,2,mixing::shannon_entropy_global,tnbc_wang2023,True
motif_cd8_high,1,4,shap,3,mixing::neighbor_fraction__CD56^+NK__to__DCs,tnbc_wang2023,True
motif_cd8_high,1,4,shap,4,mixing::neighbor_fraction__DCs__to__CD8^+PD1^+T_{Ex},tnbc_wang2023,True
motif_cd8_high,1,4,shap,5,mixing::neighbor_fraction__M2 Mac__to__CD8^+T,tnbc_wang2023,True
motif_cd8_high,1,4,shap,6,mixing::shannon_entropy_normalized,tnbc_wang2023,True
motif_cd8_high,1,4,shap,7,mixing::neighbor_fraction__CD8^+PD1^+T_{Ex}__to__CD8^+PD1^+T_{Ex},tnbc_wang2023,True
motif_cd8_high,1,4,shap,8,mixing::neighbor_fraction__CD8^+GZMB^+T__to__CD8^+PD1^+T_{Ex},tnbc_wang2023,True
motif_cd8_high,1,4,shap,9,mixing::local_mixing_max,tnbc_wang2023,True
motif_cd8_high,1,4,shap,10,point-pattern::CD8^+T_L_r20,tnbc_wang2023,True
motif_cd8_high,1,4,shap,11,point-pattern::CD8^+T_L_r50,tnbc_wang2023,True
motif_cd8_high,1,4,shap,12,mixing::neighbor_fraction__pH2AX^{+}DSB__to__CD8^+T,tnbc_wang2023,True
motif_cd8_high,1,4,shap,13,mixing::neighbor_fraction__CD56^+NK__to__CD8^+PD1^+T_{Ex},tnbc_wang2023,True
motif_cd8_high,1,4,shap,14,mixing::neighbor_fraction__Treg__to__CD8^+GZMB^+T,tnbc_wang2023,True
motif_cd8_high,1,4,shap,15,composition::CD8^+PD1^+T_{Ex},tnbc_wang2023,True
motif_cd8_high,1,4,shap,16,mixing::neighbor_fraction__M2 Mac__to__Treg,tnbc_wang2023,True
motif_cd8_high,1,4,shap,17,point-pattern::CD8^+T_L_r100,tnbc_wang2023,True
motif_cd8_high,1,4,shap,18,composition::CD8^+T,tnbc_wang2023,True
motif_cd8_high,1,4,shap,19,mixing::neighbor_fraction__Treg__to__CD8^+T,tnbc_wang2023,True
motif_cd8_high,1,4,shap,20,mixing::neighbor_fraction__CD8^+T__to__CD8^+GZMB^+T,tnbc_wang2023,True
motif_cd8_high,2,0,lasso,1,mixing::shannon_entropy_global,tnbc_wang2023,True
motif_cd8_high,2,0,lasso,2,mixing::neighbor_fraction__CD56^+NK__to__DCs,tnbc_wang2023,True
motif_cd8_high,2,0,lasso,3,mixing::shannon_entropy_normalized,tnbc_wang2023,True
motif_cd8_high,2,0,lasso,4,mixing::neighbor_fraction__pH2AX^{+}DSB__to__CD8^+T,tnbc_wang2023,True
motif_cd8_high,2,0,lasso,5,mixing::neighbor_fraction__Treg__to__CD8^+GZMB^+T,tnbc_wang2023,True
motif_cd8_high,2,0,lasso,6,mixing::neighbor_fraction__Treg__to__CD8^+PD1^+T_{Ex},tnbc_wang2023,True
motif_cd8_high,2,0,lasso,7,mixing::local_mixing_max,tnbc_wang2023,True
motif_cd8_high,2,0,lasso,8,mixing::neighbor_fraction__CK8/18^{med}__to__CD79a^+Plasma,tnbc_wang2023,True
motif_cd8_high,2,0,lasso,9,mixing::neighbor_fraction__CK^{hi}GATA3^{+}__to__Helios^{+},tnbc_wang2023,True
motif_cd8_high,2,0,lasso,10,mixing::neighbor_fraction__CD56^{+}NE__to__CD8^+PD1^+T_{Ex},tnbc_wang2023,True
motif_cd8_high,2,0,lasso,11,point-pattern::CD8^+T_L_r20,tnbc_wang2023,True
motif_cd8_high,2,0,lasso,12,mixing::neighbor_fraction__CD4^+PD1^+T__to__CD8^+TCF1^+T,tnbc_wang2023,True
motif_cd8_high,2,0,lasso,13,mixing::neighbor_fraction__M2 Mac__to__CD8^+T,tnbc_wang2023,True
motif_cd8_high,2,0,lasso,14,point-pattern::CD8^+T_L_r10,tnbc_wang2023,True
motif_cd8_high,2,0,lasso,15,mixing::neighbor_fraction__CD8^+PD1^+T_{Ex}__to__CD8^+PD1^+T_{Ex},tnbc_wang2023,True
motif_cd8_high,2,0,lasso,16,mixing::neighbor_fraction__PD-L1^{+}IDO^{+}__to__M2 Mac,tnbc_wang2023,True
motif_cd8_high,2,0,lasso,17,point-pattern::CD8^+T_L_r50,tnbc_wang2023,True
motif_cd8_high,2,0,lasso,18,mixing::same_type_neighbor_fraction,tnbc_wang2023,True
motif_cd8_high,2,0,lasso,19,mixing::local_mixing_mean,tnbc_wang2023,True
motif_cd8_high,2,0,lasso,20,mixing::neighbor_fraction__CD15^{+}__to__M2 Mac,tnbc_wang2023,True
motif_cd8_high,2,0,shap,1,mixing::shannon_entropy_global,tnbc_wang2023,True
motif_cd8_high,2,0,shap,2,mixing::shannon_entropy_normalized,tnbc_wang2023,True
motif_cd8_high,2,0,shap,3,mixing::neighbor_fraction__Treg__to__CD8^+PD1^+T_{Ex},tnbc_wang2023,True
motif_cd8_high,2,0,shap,4,composition::CD8^+PD1^+T_{Ex},tnbc_wang2023,True
motif_cd8_high,2,0,shap,5,mixing::neighbor_fraction__CD4^+PD1^+T__to__CD8^+TCF1^+T,tnbc_wang2023,True
motif_cd8_high,2,0,shap,6,mixing::neighbor_fraction__PD-L1^{+}GZMB^{+}__to__CD8^+PD1^+T_{Ex},tnbc_wang2023,True
motif_cd8_high,2,0,shap,7,mixing::neighbor_fraction__M2 Mac__to__CD8^+T,tnbc_wang2023,True
motif_cd8_high,2,0,shap,8,mixing::neighbor_fraction__CD8^+PD1^+T_{Ex}__to__CD8^+PD1^+T_{Ex},tnbc_wang2023,True
motif_cd8_high,2,0,shap,9,mixing::same_type_neighbor_fraction,tnbc_wang2023,True
motif_cd8_high,2,0,shap,10,mixing::local_mixing_mean,tnbc_wang2023,True
motif_cd8_high,2,0,shap,11,mixing::neighbor_fraction__DCs__to__CD8^+PD1^+T_{Ex},tnbc_wang2023,True
motif_cd8_high,2,0,shap,12,mixing::neighbor_fraction__Neutrophils__to__PDPN^+Stromal,tnbc_wang2023,True
motif_cd8_high,2,0,shap,13,mixing::neighbor_fraction__CD8^+GZMB^+T__to__CD8^+PD1^+T_{Ex},tnbc_wang2023,True
motif_cd8_high,2,0,shap,14,mixing::neighbor_fraction__CD8^+PD1^+T_{Ex}__to__CD8^+TCF1^+T,tnbc_wang2023,True
motif_cd8_high,2,0,shap,15,mixing::neighbor_fraction__CD15^{+}__to__M2 Mac,tnbc_wang2023,True
motif_cd8_high,2,0,shap,16,mixing::neighbor_fraction__M2 Mac__to__Treg,tnbc_wang2023,True
motif_cd8_high,2,0,shap,17,mixing::neighbor_fraction__Endothelial__to__CD8^+TCF1^+T,tnbc_wang2023,True
motif_cd8_high,2,0,shap,18,mixing::neighbor_fraction__pH2AX^{+}DSB__to__CD8^+T,tnbc_wang2023,True
motif_cd8_high,2,0,shap,19,mixing::neighbor_fraction__CD56^+NK__to__DCs,tnbc_wang2023,True
motif_cd8_high,2,0,shap,20,point-pattern::Vimentin^{+}EMT_L_r200,tnbc_wang2023,True
motif_cd8_high,2,1,lasso,1,point-pattern::CD8^+T_L_r50,tnbc_wang2023,True
motif_cd8_high,2,1,lasso,2,point-pattern::CD8^+T_L_r20,tnbc_wang2023,True
motif_cd8_high,2,1,lasso,3,point-pattern::CD8^+T_K_r50,tnbc_wang2023,True
motif_cd8_high,2,1,lasso,4,point-pattern::CD8^+T_L_r100,tnbc_wang2023,True
motif_cd8_high,2,1,lasso,5,point-pattern::CD8^+T_L_r10,tnbc_wang2023,True
motif_cd8_high,2,1,lasso,6,point-pattern::CD8^+T_K_r20,tnbc_wang2023,True
motif_cd8_high,2,1,lasso,7,mixing::local_mixing_max,tnbc_wang2023,True
motif_cd8_high,2,1,lasso,8,mixing::neighbor_fraction__CD8^+PD1^+T_{Ex}__to__Basal,tnbc_wang2023,True
motif_cd8_high,2,1,lasso,9,point-pattern::CD8^+T_K_r100,tnbc_wang2023,True
motif_cd8_high,2,1,lasso,10,point-pattern::CD8^+T_K_r10,tnbc_wang2023,True
motif_cd8_high,2,1,lasso,11,mixing::neighbor_fraction__Treg__to__CD8^+PD1^+T_{Ex},tnbc_wang2023,True
motif_cd8_high,2,1,lasso,12,mixing::neighbor_fraction__M2 Mac__to__CD8^+T,tnbc_wang2023,True
motif_cd8_high,2,1,lasso,13,mixing::shannon_entropy_global,tnbc_wang2023,True
motif_cd8_high,2,1,lasso,14,mixing::neighbor_fraction__pH2AX^{+}DSB__to__CD8^+T,tnbc_wang2023,True
motif_cd8_high,2,1,lasso,15,mixing::neighbor_fraction__CD8^+GZMB^+T__to__CD8^+T,tnbc_wang2023,True
motif_cd8_high,2,1,lasso,16,mixing::neighbor_fraction__DCs__to__CD8^+PD1^+T_{Ex},tnbc_wang2023,True
motif_cd8_high,2,1,lasso,17,mixing::shannon_entropy_normalized,tnbc_wang2023,True
motif_cd8_high,2,1,lasso,18,mixing::neighbor_fraction__Treg__to__CD8^+T,tnbc_wang2023,True
motif_cd8_high,2,1,lasso,19,mixing::neighbor_fraction__CD8^+PD1^+T_{Ex}__to__CD8^+PD1^+T_{Ex},tnbc_wang2023,True
motif_cd8_high,2,1,lasso,20,mixing::neighbor_fraction__CD8^+T__to__CD8^+GZMB^+T,tnbc_wang2023,True
motif_cd8_high,2,1,shap,1,point-pattern::CD8^+T_L_r20,tnbc_wang2023,True
motif_cd8_high,2,1,shap,2,mixing::neighbor_fraction__CD8^+GZMB^+T__to__CD8^+T,tnbc_wang2023,True
motif_cd8_high,2,1,shap,3,point-pattern::CD8^+T_L_r50,tnbc_wang2023,True
motif_cd8_high,2,1,shap,4,mixing::local_mixing_max,tnbc_wang2023,True
motif_cd8_high,2,1,shap,5,mixing::neighbor_fraction__M2 Mac__to__CD8^+T,tnbc_wang2023,True
motif_cd8_high,2,1,shap,6,point-pattern::CD8^+T_L_r10,tnbc_wang2023,True
motif_cd8_high,2,1,shap,7,mixing::shannon_entropy_global,tnbc_wang2023,True
motif_cd8_high,2,1,shap,8,point-pattern::CD8^+T_L_r100,tnbc_wang2023,True
motif_cd8_high,2,1,shap,9,mixing::neighbor_fraction__Treg__to__CD8^+T,tnbc_wang2023,True
motif_cd8_high,2,1,shap,10,point-pattern::CD8^+T_K_r50,tnbc_wang2023,True
motif_cd8_high,2,1,shap,11,mixing::shannon_entropy_normalized,tnbc_wang2023,True
motif_cd8_high,2,1,shap,12,point-pattern::CD8^+T_K_r20,tnbc_wang2023,True
motif_cd8_high,2,1,shap,13,mixing::neighbor_fraction__DCs__to__CD8^+PD1^+T_{Ex},tnbc_wang2023,True
motif_cd8_high,2,1,shap,14,mixing::neighbor_fraction__CD8^+PD1^+T_{Ex}__to__CD8^+PD1^+T_{Ex},tnbc_wang2023,True
motif_cd8_high,2,1,shap,15,mixing::neighbor_fraction__CD8^+T__to__CD8^+GZMB^+T,tnbc_wang2023,True
motif_cd8_high,2,1,shap,16,mixing::neighbor_fraction__CD4^+TCF1^+T__to__CD8^+GZMB^+T,tnbc_wang2023,True
motif_cd8_high,2,1,shap,17,mixing::neighbor_fraction__CD8^+PD1^+T_{Ex}__to__Basal,tnbc_wang2023,True
motif_cd8_high,2,1,shap,18,composition::CD8^+T,tnbc_wang2023,True
motif_cd8_high,2,1,shap,19,mixing::neighbor_fraction__Treg__to__CD8^+PD1^+T_{Ex},tnbc_wang2023,True
motif_cd8_high,2,1,shap,20,mixing::neighbor_fraction__Treg__to__CD8^+GZMB^+T,tnbc_wang2023,True
motif_cd8_high,2,2,lasso,1,mixing::neighbor_fraction__M2 Mac__to__Treg,tnbc_wang2023,True
motif_cd8_high,2,2,lasso,2,mixing::local_mixing_max,tnbc_wang2023,True
motif_cd8_high,2,2,lasso,3,mixing::neighbor_fraction__Treg__to__CD8^+PD1^+T_{Ex},tnbc_wang2023,True
motif_cd8_high,2,2,lasso,4,mixing::neighbor_fraction__M2 Mac__to__CD8^+T,tnbc_wang2023,True
motif_cd8_high,2,2,lasso,5,mixing::neighbor_fraction__CK^{hi}GATA3^{+}__to__Helios^{+},tnbc_wang2023,True
motif_cd8_high,2,2,lasso,6,mixing::neighbor_fraction__pH2AX^{+}DSB__to__CD8^+T,tnbc_wang2023,True
motif_cd8_high,2,2,lasso,7,mixing::neighbor_fraction__Fibroblasts__to__CD8^+GZMB^+T,tnbc_wang2023,True
motif_cd8_high,2,2,lasso,8,mixing::neighbor_fraction__Treg__to__CD8^+GZMB^+T,tnbc_wang2023,True
motif_cd8_high,2,2,lasso,9,mixing::neighbor_fraction__CD8^+PD1^+T_{Ex}__to__CD8^+TCF1^+T,tnbc_wang2023,True
motif_cd8_high,2,2,lasso,10,mixing::neighbor_fraction__CD8^+PD1^+T_{Ex}__to__CD8^+PD1^+T_{Ex},tnbc_wang2023,True
motif_cd8_high,2,2,lasso,11,mixing::neighbor_fraction__DCs__to__CD56^+NK,tnbc_wang2023,True
motif_cd8_high,2,2,lasso,12,mixing::shannon_entropy_global,tnbc_wang2023,True
motif_cd8_high,2,2,lasso,13,mixing::neighbor_fraction__CD8^+GZMB^+T__to__CD8^+T,tnbc_wang2023,True
motif_cd8_high,2,2,lasso,14,point-pattern::CD8^+T_L_r50,tnbc_wang2023,True
motif_cd8_high,2,2,lasso,15,mixing::neighbor_fraction__PD-L1^{+}GZMB^{+}__to__CD8^+PD1^+T_{Ex},tnbc_wang2023,True
motif_cd8_high,2,2,lasso,16,mixing::neighbor_fraction__Treg__to__CD8^+T,tnbc_wang2023,True
motif_cd8_high,2,2,lasso,17,point-pattern::CD8^+T_L_r20,tnbc_wang2023,True
motif_cd8_high,2,2,lasso,18,point-pattern::CD8^+T_L_r10,tnbc_wang2023,True
motif_cd8_high,2,2,lasso,19,mixing::neighbor_fraction__CD4^+PD1^+T__to__CD8^+PD1^+T_{Ex},tnbc_wang2023,True
motif_cd8_high,2,2,lasso,20,mixing::shannon_entropy_normalized,tnbc_wang2023,True
motif_cd8_high,2,2,shap,1,mixing::neighbor_fraction__M2 Mac__to__CD8^+T,tnbc_wang2023,True
motif_cd8_high,2,2,shap,2,mixing::neighbor_fraction__M2 Mac__to__Treg,tnbc_wang2023,True
motif_cd8_high,2,2,shap,3,mixing::neighbor_fraction__CK^{hi}GATA3^{+}__to__Neutrophils,tnbc_wang2023,True
motif_cd8_high,2,2,shap,4,mixing::neighbor_fraction__CD8^+PD1^+T_{Ex}__to__CD8^+TCF1^+T,tnbc_wang2023,True
motif_cd8_high,2,2,shap,5,composition::CD8^+T,tnbc_wang2023,True
motif_cd8_high,2,2,shap,6,mixing::neighbor_fraction__Fibroblasts__to__CD8^+GZMB^+T,tnbc_wang2023,True
motif_cd8_high,2,2,shap,7,composition::CD8^+GZMB^+T,tnbc_wang2023,True
motif_cd8_high,2,2,shap,8,mixing::neighbor_fraction__CD8^+T__to__CD8^+T,tnbc_wang2023,True
motif_cd8_high,2,2,shap,9,mixing::neighbor_fraction__Treg__to__CD8^+GZMB^+T,tnbc_wang2023,True
motif_cd8_high,2,2,shap,10,mixing::neighbor_fraction__M2 Mac__to__CD8^+GZMB^+T,tnbc_wang2023,True
motif_cd8_high,2,2,shap,11,mixing::neighbor_fraction__CD4^+PD1^+T__to__CD8^+T,tnbc_wang2023,True
motif_cd8_high,2,2,shap,12,mixing::neighbor_fraction__CD8^+GZMB^+T__to__CD8^+T,tnbc_wang2023,True
motif_cd8_high,2,2,shap,13,mixing::neighbor_fraction__Treg__to__CD8^+T,tnbc_wang2023,True
motif_cd8_high,2,2,shap,14,mixing::neighbor_fraction__CD8^+T__to__CD8^+GZMB^+T,tnbc_wang2023,True
motif_cd8_high,2,2,shap,15,mixing::neighbor_fraction__pH2AX^{+}DSB__to__CD8^+T,tnbc_wang2023,True
motif_cd8_high,2,2,shap,16,mixing::neighbor_fraction__CD8^+PD1^+T_{Ex}__to__CD8^+PD1^+T_{Ex},tnbc_wang2023,True
motif_cd8_high,2,2,shap,17,mixing::neighbor_fraction__CD4^+PD1^+T__to__CD8^+TCF1^+T,tnbc_wang2023,True
motif_cd8_high,2,2,shap,18,mixing::neighbor_fraction__PD-L1^+APCs__to__CD8^+GZMB^+T,tnbc_wang2023,True
motif_cd8_high,2,2,shap,19,mixing::neighbor_fraction__Treg__to__CD8^+PD1^+T_{Ex},tnbc_wang2023,True
motif_cd8_high,2,2,shap,20,mixing::neighbor_fraction__CD79a^+Plasma__to__DCs,tnbc_wang2023,True
motif_cd8_high,2,3,lasso,1,mixing::neighbor_fraction__pH2AX^{+}DSB__to__CD8^+T,tnbc_wang2023,True
motif_cd8_high,2,3,lasso,2,mixing::neighbor_fraction__Treg__to__CD8^+PD1^+T_{Ex},tnbc_wang2023,True
motif_cd8_high,2,3,lasso,3,mixing::neighbor_fraction__CD56^+NK__to__Treg,tnbc_wang2023,True
motif_cd8_high,2,3,lasso,4,mixing::local_mixing_max,tnbc_wang2023,True
motif_cd8_high,2,3,lasso,5,mixing::shannon_entropy_global,tnbc_wang2023,True
motif_cd8_high,2,3,lasso,6,mixing::neighbor_fraction__M2 Mac__to__CD8^+T,tnbc_wang2023,True
motif_cd8_high,2,3,lasso,7,point-pattern::CD8^+T_L_r100,tnbc_wang2023,True
motif_cd8_high,2,3,lasso,8,mixing::shannon_entropy_normalized,tnbc_wang2023,True
motif_cd8_high,2,3,lasso,9,point-pattern::CD8^+T_L_r50,tnbc_wang2023,True
motif_cd8_high,2,3,lasso,10,point-pattern::CD8^+T_L_r20,tnbc_wang2023,True
motif_cd8_high,2,3,lasso,11,mixing::neighbor_fraction__DCs__to__CD8^+PD1^+T_{Ex},tnbc_wang2023,True
motif_cd8_high,2,3,lasso,12,mixing::neighbor_fraction__Helios^{+}__to__pH2AX^{+}DSB,tnbc_wang2023,True
motif_cd8_high,2,3,lasso,13,mixing::neighbor_fraction__M2 Mac__to__Treg,tnbc_wang2023,True
motif_cd8_high,2,3,lasso,14,mixing::neighbor_fraction__Treg__to__CD8^+T,tnbc_wang2023,True
motif_cd8_high,2,3,lasso,15,mixing::neighbor_fraction__CD8^+PD1^+T_{Ex}__to__CD8^+PD1^+T_{Ex},tnbc_wang2023,True
motif_cd8_high,2,3,lasso,16,point-pattern::CD8^+T_K_r100,tnbc_wang2023,True
motif_cd8_high,2,3,lasso,17,point-pattern::CD8^+T_K_r50,tnbc_wang2023,True
motif_cd8_high,2,3,lasso,18,mixing::neighbor_fraction__Fibroblasts__to__CD8^+GZMB^+T,tnbc_wang2023,True
motif_cd8_high,2,3,lasso,19,mixing::neighbor_fraction__CD4^+TCF1^+T__to__CD8^+PD1^+T_{Ex},tnbc_wang2023,True
motif_cd8_high,2,3,lasso,20,point-pattern::CD8^+T_L_r10,tnbc_wang2023,True
motif_cd8_high,2,3,shap,1,mixing::neighbor_fraction__pH2AX^{+}DSB__to__CD8^+T,tnbc_wang2023,True
motif_cd8_high,2,3,shap,2,mixing::neighbor_fraction__Treg__to__CD8^+PD1^+T_{Ex},tnbc_wang2023,True
motif_cd8_high,2,3,shap,3,mixing::neighbor_fraction__M2 Mac__to__CD8^+T,tnbc_wang2023,True
motif_cd8_high,2,3,shap,4,mixing::neighbor_fraction__M2 Mac__to__Treg,tnbc_wang2023,True
motif_cd8_high,2,3,shap,5,mixing::shannon_entropy_global,tnbc_wang2023,True
motif_cd8_high,2,3,shap,6,mixing::neighbor_fraction__Fibroblasts__to__CD8^+GZMB^+T,tnbc_wang2023,True
motif_cd8_high,2,3,shap,7,mixing::neighbor_fraction__CD56^+NK__to__Treg,tnbc_wang2023,True
motif_cd8_high,2,3,shap,8,mixing::shannon_entropy_normalized,tnbc_wang2023,True
motif_cd8_high,2,3,shap,9,mixing::neighbor_fraction__DCs__to__CD8^+PD1^+T_{Ex},tnbc_wang2023,True
motif_cd8_high,2,3,shap,10,mixing::neighbor_fraction__Treg__to__CD8^+GZMB^+T,tnbc_wang2023,True
motif_cd8_high,2,3,shap,11,mixing::neighbor_fraction__Treg__to__CD8^+T,tnbc_wang2023,True
motif_cd8_high,2,3,shap,12,mixing::neighbor_fraction__Myofibroblasts__to__Fibroblasts,tnbc_wang2023,True
motif_cd8_high,2,3,shap,13,mixing::neighbor_fraction__CD4^+PD1^+T__to__CD8^+TCF1^+T,tnbc_wang2023,True
motif_cd8_high,2,3,shap,14,composition::CD8^+T,tnbc_wang2023,True
motif_cd8_high,2,3,shap,15,mixing::neighbor_fraction__CD8^+GZMB^+T__to__CD8^+T,tnbc_wang2023,True
motif_cd8_high,2,3,shap,16,mixing::neighbor_fraction__CD4^+PD1^+T__to__CD8^+PD1^+T_{Ex},tnbc_wang2023,True
motif_cd8_high,2,3,shap,17,mixing::neighbor_fraction__CD8^+PD1^+T_{Ex}__to__CD8^+PD1^+T_{Ex},tnbc_wang2023,True
motif_cd8_high,2,3,shap,18,mixing::neighbor_fraction__CD8^+TCF1^+T__to__CD8^+T,tnbc_wang2023,True
motif_cd8_high,2,3,shap,19,mixing::neighbor_fraction__CD8^+TCF1^+T__to__CD8^+PD1^+T_{Ex},tnbc_wang2023,True
motif_cd8_high,2,3,shap,20,point-pattern::CD8^+T_L_r20,tnbc_wang2023,True
motif_cd8_high,2,4,lasso,1,mixing::neighbor_fraction__pH2AX^{+}DSB__to__Endothelial,tnbc_wang2023,True
motif_cd8_high,2,4,lasso,2,mixing::shannon_entropy_global,tnbc_wang2023,True
motif_cd8_high,2,4,lasso,3,mixing::shannon_entropy_normalized,tnbc_wang2023,True
motif_cd8_high,2,4,lasso,4,mixing::neighbor_fraction__CD4^+TCF1^+T__to__CD8^+GZMB^+T,tnbc_wang2023,True
motif_cd8_high,2,4,lasso,5,mixing::neighbor_fraction__CD56^+NK__to__DCs,tnbc_wang2023,True
motif_cd8_high,2,4,lasso,6,mixing::neighbor_fraction__Treg__to__CD8^+T,tnbc_wang2023,True
motif_cd8_high,2,4,lasso,7,point-pattern::CD8^+T_L_r100,tnbc_wang2023,True
motif_cd8_high,2,4,lasso,8,mixing::local_mixing_max,tnbc_wang2023,True
motif_cd8_high,2,4,lasso,9,mixing::neighbor_fraction__CD4^+PD1^+T__to__CD8^+PD1^+T_{Ex},tnbc_wang2023,True
motif_cd8_high,2,4,lasso,10,point-pattern::CD8^+T_K_r100,tnbc_wang2023,True
motif_cd8_high,2,4,lasso,11,mixing::neighbor_fraction__M2 Mac__to__CD8^+T,tnbc_wang2023,True
motif_cd8_high,2,4,lasso,12,mixing::neighbor_fraction__CD56^{+}NE__to__CD8^+PD1^+T_{Ex},tnbc_wang2023,True
motif_cd8_high,2,4,lasso,13,mixing::neighbor_fraction__PD-L1^{+}GZMB^{+}__to__CD8^+PD1^+T_{Ex},tnbc_wang2023,True
motif_cd8_high,2,4,lasso,14,mixing::neighbor_fraction__Treg__to__CD8^+PD1^+T_{Ex},tnbc_wang2023,True
motif_cd8_high,2,4,lasso,15,mixing::neighbor_fraction__DCs__to__CD8^+PD1^+T_{Ex},tnbc_wang2023,True
motif_cd8_high,2,4,lasso,16,mixing::neighbor_fraction__Fibroblasts__to__CD8^+GZMB^+T,tnbc_wang2023,True
motif_cd8_high,2,4,lasso,17,mixing::neighbor_fraction__Treg__to__CD8^+GZMB^+T,tnbc_wang2023,True
motif_cd8_high,2,4,lasso,18,mixing::neighbor_fraction__CK^{hi}GATA3^{+}__to__M2 Mac,tnbc_wang2023,True
motif_cd8_high,2,4,lasso,19,mixing::neighbor_fraction__CK^{hi}GATA3^{+}__to__Helios^{+},tnbc_wang2023,True
motif_cd8_high,2,4,lasso,20,point-pattern::CD8^+T_L_r50,tnbc_wang2023,True
motif_cd8_high,2,4,shap,1,point-pattern::CD8^+T_L_r100,tnbc_wang2023,True
motif_cd8_high,2,4,shap,2,mixing::neighbor_fraction__CD4^+TCF1^+T__to__CD8^+GZMB^+T,tnbc_wang2023,True
motif_cd8_high,2,4,shap,3,mixing::neighbor_fraction__Treg__to__CD8^+T,tnbc_wang2023,True
motif_cd8_high,2,4,shap,4,mixing::shannon_entropy_global,tnbc_wang2023,True
motif_cd8_high,2,4,shap,5,point-pattern::CD8^+T_K_r100,tnbc_wang2023,True
motif_cd8_high,2,4,shap,6,mixing::shannon_entropy_normalized,tnbc_wang2023,True
motif_cd8_high,2,4,shap,7,mixing::neighbor_fraction__M2 Mac__to__CD8^+T,tnbc_wang2023,True
motif_cd8_high,2,4,shap,8,mixing::neighbor_fraction__Treg__to__CD8^+GZMB^+T,tnbc_wang2023,True
motif_cd8_high,2,4,shap,9,mixing::neighbor_fraction__CD8^+PD1^+T_{Ex}__to__CD8^+TCF1^+T,tnbc_wang2023,True
motif_cd8_high,2,4,shap,10,mixing::neighbor_fraction__CD4^+PD1^+T__to__CD8^+PD1^+T_{Ex},tnbc_wang2023,True
motif_cd8_high,2,4,shap,11,mixing::neighbor_fraction__CD56^+NK__to__DCs,tnbc_wang2023,True
motif_cd8_high,2,4,shap,12,mixing::same_type_neighbor_fraction,tnbc_wang2023,True
motif_cd8_high,2,4,shap,13,mixing::neighbor_fraction__CD8^+PD1^+T_{Ex}__to__CD8^+PD1^+T_{Ex},tnbc_wang2023,True
motif_cd8_high,2,4,shap,14,mixing::neighbor_fraction__pH2AX^{+}DSB__to__Endothelial,tnbc_wang2023,True
